index,name,price,url,category
1717,"98% Brown Copper Scrap Wire, Grade: Grade A, Packaging Size: 50 Kg",₹740/ Kg,https://www.indiamart.com/proddetail/copper-scrap-wire-22566049930.html?pos=124&kwd=copper,Copper Plate Scrap
1718,Copper Wire Scrap,₹480/ Kg,https://www.indiamart.com/proddetail/copper-wire-scrap-21932821997.html?pos=125&kwd=copper,Copper Plate Scrap
1719,"99.98-99.99% Copper Wire Scrap, Packaging Size: Bags",₹360/ Kg,https://www.indiamart.com/proddetail/copper-wire-scrap-22603424455.html?pos=126&kwd=copper,Copper Plate Scrap
1723,Copper Wire Scrap,₹445/ Kilogram,https://www.indiamart.com/proddetail/copper-wire-scrap-2849959104548.html?pos=128&kwd=copper,Copper Plate Scrap
1724,"Copper Wire Scrap, Grade: AA",₹700/ Kg,https://www.indiamart.com/proddetail/copper-wire-scrap-2850028577091.html?pos=129&kwd=copper,Copper Plate Scrap
1725,"Copper Ash, Dust",₹700/ Kg,,Copper Plate Scrap
1730,Pure Cooper Scrap,₹350/ Kilogram,https://www.indiamart.com/proddetail/pure-cooper-scrap-13633124348.html?pos=141&kwd=copper,Copper Plate Scrap
1731,"Top Quality Copper wire scrap (millberry) 99.9% purity Best Grade, 50 kg",₹2.06 Lakh/ Metric Ton,https://www.indiamart.com/proddetail/top-quality-copper-wire-scrap-millberry-99-9-purity-best-grade-2851742174548.html?pos=142&kwd=copper,Copper Plate Scrap
1732,Non Ferrous Metal Scraps,₹45/ Kg,https://www.indiamart.com/proddetail/non-ferrous-metal-scraps-26770042933.html?pos=144&kwd=copper,Copper Plate Scrap
1733,Copper Scrap,₹360/ Kg,,Copper Plate Scrap
1734,Copper Scrap,₹100/ Kg,,Copper Plate Scrap
1735,Icw Scrap,₹450/ Kilogram,,Copper Plate Scrap
1757,Millberry Copper Scrap,₹425/ Kg,,Copper Plate Scrap
1758,Brass And Copper Scrap,₹500/ Kg,,Copper Plate Scrap
1759,Copper millberry,"₹4,600/ Metric Ton",,Copper Plate Scrap
1760,"Old Newspaper Waste, For Recycling",₹28/ Kg,https://www.indiamart.com/proddetail/old-newspaper-waste-24016011630.html?pos=2&kwd=waste,Waste Paper
1761,White Record Waste Paper,₹25/ Kg,,Waste Paper
1762,"White Waste Butter Paper Roll, One, Size: Mix",₹55/ Kg,https://www.indiamart.com/proddetail/waste-butter-paper-roll-2850655946462.html?pos=6&kwd=waste,Waste Paper
1763,Brown/ Golden / Yellow/ White Waste/ Scrap Waste Kraft Paper,₹22/ Kg,https://www.indiamart.com/proddetail/waste-kraft-paper-24983720373.html?pos=7&kwd=waste,Waste Paper
1764,"Occ 11 Waste Paper Scraps, For Recycling, Baled",₹18/ Kg,https://www.indiamart.com/proddetail/occ-11-waste-paper-scraps-27296767848.html?pos=8&kwd=waste,Waste Paper
1765,"Multi Color Paper For Envelops & Pouches, Packaging Type: Reel",₹90/ Kg,https://www.indiamart.com/proddetail/multi-color-paper-for-envelops-pouches-27089415462.html?pos=9&kwd=waste,Waste Paper
1766,Brown Waste Paper,₹35/ Kg,https://www.indiamart.com/proddetail/waste-paper-6602135230.html?pos=10&kwd=waste,Waste Paper
1767,"Brown OCC Waste Paper Scraps, For Recycling, Baled USA ORIGIN, For Reclyling, Grade: 11","₹13,000/ Tonne",https://www.indiamart.com/proddetail/occ-waste-paper-scraps-for-recycling-baled-usa-origin-2851723955991.html?pos=13&kwd=waste,Waste Paper
1768,Colour Record Waste Paper,₹15/ Kg,https://www.indiamart.com/proddetail/colour-record-waste-paper-26320586933.html?pos=14&kwd=waste,Waste Paper
1770,"White Printed ONP Waste Paper - Old News Paper in Asia,Usa, Normal, Packaging Type: Bale",₹20/ Kg,https://www.indiamart.com/proddetail/onp-waste-paper-old-news-paper-in-asia-usa-2852094127588.html?pos=15&kwd=waste,Waste Paper
1771,Waste Paper,₹30/ Kilogram,https://www.indiamart.com/proddetail/waste-paper-14303293691.html?pos=16&kwd=waste,Waste Paper
1772,Paper mix,₹10/ Kg,https://www.indiamart.com/proddetail/paper-mix-26065743688.html?pos=17&kwd=waste,Waste Paper
1773,Brown Occ Waste Paper,₹20/ Kg,https://www.indiamart.com/proddetail/occ-waste-paper-26038471155.html?pos=18&kwd=waste,Waste Paper
1774,"Brown DOMESTIC WASTE PAPER, Grade: OCC11",₹15/ Kg,https://www.indiamart.com/proddetail/domestic-waste-paper-27527475097.html?pos=20&kwd=waste,Waste Paper
1775,"Brown Occ Waste Paper, For Remelting, Container",₹10/ Kilogram,https://www.indiamart.com/proddetail/occ-waste-paper-21230588997.html?pos=21&kwd=waste,Waste Paper
1776,Non-Dying Paper Chindi,₹99/ Kilogram,,Waste Paper
1777,Highest Quality Packaging Unique Color Paper Scrap,₹210/ Kg,https://www.indiamart.com/proddetail/highest-quality-packaging-unique-color-paper-scrap-23265289112.html?pos=23&kwd=waste,Waste Paper
1778,Old newspaper,₹15/ Kilogram,https://www.indiamart.com/proddetail/old-newspaper-20011110297.html?pos=25&kwd=waste,Waste Paper
1783,Paper Scrap,₹17.50/ Kilogram,https://www.indiamart.com/proddetail/paper-scrap-3729742691.html?pos=38&kwd=waste,Waste Paper
1784,Waste Paper Scrap,"₹11,000/ tonne",,Waste Paper
1791,WHITE B Grade Tissue Paper Waste,₹39/ Kilogram,https://www.indiamart.com/proddetail/b-grade-tissue-paper-waste-19246131462.html?pos=46&kwd=waste,Waste Paper
1792,Maxbell 4 Sets Crafts Paper Magic Rainbow Paper Cards Envelope Sticker Scrapbooking Album Decor Cards Mixed Colors,₹735,https://www.indiamart.com/proddetail/maxbell-4-sets-crafts-paper-magic-rainbow-paper-cards-envelope-sticker-scrapbooking-album-decor-cards-mixed-colors-2849292164312.html?pos=49&kwd=waste,Waste Paper
1793,Grade: Reuse Brown Paper / Carton Box Scraps,₹11/ Kilogram,https://www.indiamart.com/proddetail/paper-carton-box-scraps-19710010448.html?pos=54&kwd=waste,Waste Paper
1794,White NEWS PAPER -UN USED,₹39/ Kg,https://www.indiamart.com/proddetail/news-paper-un-used-2851727439773.html?pos=56&kwd=waste,Waste Paper
1798,Inconel 690 Scrap,₹550/ Kilogram,https://www.indiamart.com/proddetail/inconel-690-scrap-11643041197.html?pos=1&kwd=ferrous,Ferrous Scrap
1799,Cobalt Scrap,"₹1,026/ Kg",https://www.indiamart.com/proddetail/cobalt-scrap-26481171355.html?pos=2&kwd=ferrous,Ferrous Scrap
1800,"Titanium Scrap, Packaging Type: Box",₹325/ Kilogram,https://www.indiamart.com/proddetail/titanium-scrap-5674430655.html?pos=3&kwd=ferrous,Ferrous Scrap
1801,Boring Machine Job Works,₹800/ Hour,https://www.indiamart.com/proddetail/boring-machine-job-works-2851648351833.html?pos=8&kwd=ferrous,Ferrous Scrap
1802,Ferrous Steel Scrap,₹30/ Kilogram(s),https://www.indiamart.com/proddetail/ferrous-steel-scrap-4366425897.html?pos=9&kwd=ferrous,Ferrous Scrap
1803,Brass Scrap,₹320/ Kg,https://www.indiamart.com/proddetail/brass-scrap-2850459826897.html?pos=10&kwd=ferrous,Ferrous Scrap
1804,Bronze Scrap,₹454/ Kilogram,https://www.indiamart.com/proddetail/bronze-scrap-4293901612.html?pos=13&kwd=ferrous,Ferrous Scrap
1805,Silver Flakes,₹100/ KG,https://www.indiamart.com/proddetail/silver-flakes-15803254730.html?pos=14&kwd=ferrous,Ferrous Scrap
1806,Tungsten Scrap,₹500/ Kg,,Ferrous Scrap
1807,Titanium Scrap,₹70/ Kgs,https://www.indiamart.com/proddetail/titanium-scrap-9875180262.html?pos=16&kwd=ferrous,Ferrous Scrap
1808,Carbide Hard Scrap,"₹1,700/ Kg",https://www.indiamart.com/proddetail/carbide-hard-scrap-23653822062.html?pos=17&kwd=ferrous,Ferrous Scrap
1809,Nickel Scrap,"₹1,000/ Kg",https://www.indiamart.com/proddetail/nickel-scrap-23261181573.html?pos=21&kwd=ferrous,Ferrous Scrap
1810,"Powder 99.7% Technical Grade Zinc Dust, 25 Kg,50 Kg",₹325/ Kg,https://www.indiamart.com/proddetail/technical-grade-zinc-dust-4441424412.html?pos=22&kwd=ferrous,Ferrous Scrap
1811,"Copper Nickel Scrap, For Electric Wire, 25 Kg",₹600/ Kg,https://www.indiamart.com/proddetail/copper-nickel-scrap-23839057312.html?pos=24&kwd=ferrous,Ferrous Scrap
1812,Manganese Flakes,₹210/ Kilogram,https://www.indiamart.com/proddetail/manganese-flakes-21953750591.html?pos=25&kwd=ferrous,Ferrous Scrap
1813,"Aluminium Radiator Scrap, For Metal Industry",₹110/ Kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-23316274797.html?pos=26&kwd=ferrous,Ferrous Scrap
1814,Inconel Scrap,₹200/ Kilogram,https://www.indiamart.com/proddetail/inconel-scrap-23123123862.html?pos=28&kwd=ferrous,Ferrous Scrap
1817,"Non Ferrous YELLOW Aluminium Bronze Scrap, For Automobile Industry",₹500/ Kg,https://www.indiamart.com/proddetail/aluminium-bronze-scrap-23008877412.html?pos=29&kwd=ferrous,Ferrous Scrap
1818,Titanium Scrap,"₹1,050/ Kg",https://www.indiamart.com/proddetail/titanium-scrap-2850421237373.html?pos=30&kwd=ferrous,Ferrous Scrap
1819,non ferrous scrap,₹200/ Kg,https://www.indiamart.com/proddetail/non-ferrous-scrap-25920900455.html?pos=31&kwd=ferrous,Ferrous Scrap
1820,Brown Brass Scrap,₹535/ Kg,https://www.indiamart.com/proddetail/brown-brass-scrap-26750826397.html?pos=32&kwd=ferrous,Ferrous Scrap
1821,Gun Metal Scrap,₹600/ Kg,https://www.indiamart.com/proddetail/gun-metal-scrap-2850371304933.html?pos=33&kwd=ferrous,Ferrous Scrap
1822,Mild Steel Used Rails Scrap,"₹65,000/ Tonne",https://www.indiamart.com/proddetail/used-rails-scrap-21545342262.html?pos=35&kwd=ferrous,Ferrous Scrap
1823,Tungstan Scrap Solid,"₹1,800/ Kilogram",https://www.indiamart.com/proddetail/tungstan-scrap-solid-22833113033.html?pos=37&kwd=ferrous,Ferrous Scrap
1824,Nickel Scrap,"₹2,300/ Kg",https://www.indiamart.com/proddetail/nickel-scrap-26665516062.html?pos=38&kwd=ferrous,Ferrous Scrap
1825,Horizontal Boring Machine Jobs,"₹1,999/ Hour",https://www.indiamart.com/proddetail/horizontal-boring-machine-jobs-19775593230.html?pos=39&kwd=ferrous,Ferrous Scrap
1826,Stainless Steel 316 L Scrap,₹245/ Kg,https://www.indiamart.com/proddetail/stainless-steel-316-l-scrap-22335793848.html?pos=42&kwd=ferrous,Ferrous Scrap
1830,Tungsten Carbide Scrap,"₹1,850/ Kg",https://www.indiamart.com/proddetail/tungsten-carbide-scrap-2850650563762.html?pos=43&kwd=ferrous,Ferrous Scrap
1831,Tungsten Scrap,"₹2,300/ Kg",https://www.indiamart.com/proddetail/tungsten-scrap-23052315297.html?pos=44&kwd=ferrous,Ferrous Scrap
1832,"Mild Steel Ms Skull Scrap, For Metal Industry, Packaging Type: Loose","₹28,000/ Tonne",https://www.indiamart.com/proddetail/ms-skull-scrap-2850315998062.html?pos=48&kwd=ferrous,Ferrous Scrap
1833,Brass Scrap,₹490/ Kg,https://www.indiamart.com/proddetail/brass-scrap-2851626259712.html?pos=49&kwd=ferrous,Ferrous Scrap
1834,Silicon Carbide Scrap,"₹1,200/ Kg",https://www.indiamart.com/proddetail/silicon-carbide-scrap-21186132112.html?pos=50&kwd=ferrous,Ferrous Scrap
1835,Tungsten Wire Scrap,"₹1,650/ Kg",https://www.indiamart.com/proddetail/tungsten-wire-scrap-20037752230.html?pos=51&kwd=ferrous,Ferrous Scrap
1836,Inconel 625 825 Grade Scrap,"₹1,800/ Kilogram",https://www.indiamart.com/proddetail/inconel-625-825-grade-scrap-10267223297.html?pos=52&kwd=ferrous,Ferrous Scrap
1837,Gunmetal Scrap,₹550/ Kg,https://www.indiamart.com/proddetail/gunmetal-scrap-23083574630.html?pos=54&kwd=ferrous,Ferrous Scrap
1838,Cobalt Chips,"₹8,000/ onwards",https://www.indiamart.com/proddetail/cobalt-chips-21332786033.html?pos=56&kwd=ferrous,Ferrous Scrap
1842,"Cast Iron Scrap, For Foundry Industry",₹39/ Kg,https://www.indiamart.com/proddetail/cast-iron-scrap-20629118791.html?pos=57&kwd=ferrous,Ferrous Scrap
1843,Iron Used Rail Scrap R50 R65,₹640/ Kg,https://www.indiamart.com/proddetail/used-rail-scrap-r50-r65-23247367330.html?pos=58&kwd=ferrous,Ferrous Scrap
1844,Brass Metal Scrap,₹450/ Kg,https://www.indiamart.com/proddetail/brass-metal-scrap-27018238397.html?pos=60&kwd=ferrous,Ferrous Scrap
1845,Cast Iron Scraps,₹29/ Kg,https://www.indiamart.com/proddetail/cast-iron-scraps-2851559576673.html?pos=63&kwd=ferrous,Ferrous Scrap
1846,Magnesium Metal Scrap,₹150/ Kg,https://www.indiamart.com/proddetail/magnesium-metal-scrap-27070888962.html?pos=64&kwd=ferrous,Ferrous Scrap
