name,price,url,category,metric
ceramic cpu scrap,₹210/ kg,https://www.indiamart.com/riyatraders-pusad/,computer-scrap,kg
Automobile Starter Scrap,₹75/ kg,https://www.indiamart.com/laxmiswitchgearinstrumentation/,car-scrap,kg
Car Engine Parts Scrap,₹120/ kg,https://www.indiamart.com/proddetail/car-engine-parts-scrap-23013898755.html,car-scrap,kg
Steel Car Metal Scrap,₹30/ kg,https://www.indiamart.com/proddetail/car-metal-scrap-2852133759988.html,car-scrap,kg
Aluminium Maruti Suzuki Jeep Scrap,₹30/ kg,https://www.indiamart.com/proddetail/maruti-suzuki-jeep-scrap-26518898988.html,car-scrap,kg
Chennai Scrap Car Buyer,"₹10,000/ kg",https://www.indiamart.com/proddetail/chennai-scrap-car-buyer-23671352048.html,car-scrap,kg
Old Scrap Car,₹99/ kg,https://www.indiamart.com/proddetail/old-scrap-car-19105838391.html,car-scrap,kg
Cp Pp Car Bumper Scrap,₹30/ kg,https://www.indiamart.com/amantradingco-delhi/,car-scrap,kg
Ford Cars Scrap,"₹35,000/ tonne",https://www.indiamart.com/proddetail/ford-cars-scrap-11572047333.html,car-scrap,tonne
Foam Scrap (Car Seat),₹40/ kg,https://www.indiamart.com/zeeshan-foam-bhandaar/,car-scrap,kg
Washed Car Bumper Scrap,₹50/ kg,https://www.indiamart.com/proddetail/washed-car-bumper-scrap-27425527597.html,car-scrap,kg
Aluminum Car Engine Scrap,₹490/ kg,https://www.indiamart.com/proddetail/aluminum-car-engine-scrap-2851678356848.html,car-scrap,kg
Car Scrap,₹29/ kg,https://www.indiamart.com/bharat-vehicle-scrap/,car-scrap,kg
Car scrap,₹40/ kg,https://www.indiamart.com/bizpromodatabases/,car-scrap,kg
Car Scrab,₹42/ kg,https://www.indiamart.com/company/163229473/,car-scrap,kg
Car Scrap,₹80/ kg,https://www.indiamart.com/baba-ji-motors-faridabad/,car-scrap,kg
Iron Car Scrap,₹25/ kg,https://www.indiamart.com/sktraders-71777821/,car-scrap,kg
Car Scrap,₹45/ kg,https://www.indiamart.com/faizan-traders-ghaziabad/,car-scrap,kg
Aluminum Scrap,₹150/ kg,https://www.indiamart.com/allianze-import-and-export-ghaziabad/,car-scrap,kg
Car Scrap,"₹65,000/ tonne",https://www.indiamart.com/company/135547616/,car-scrap,tonne
Car Scrap Buyers,"₹1,000/ kg",https://www.indiamart.com/a-n-scrap-traders/,car-scrap,kg
"Aluminium Car Engine Scrap, For Automobile Part Making",₹150/ kg,https://www.indiamart.com/proddetail/aluminium-car-engine-scrap-2851057277312.html,car-scrap,kg
Car Body Scrap,₹39/ kg,https://www.indiamart.com/proddetail/car-body-scrap-26048955530.html,car-scrap,kg
Car Body Scrap,₹65/ kg,https://www.indiamart.com/eshaal-enterprises/,car-scrap,kg
construction material provider,₹150/ kg,https://www.indiamart.com/kumar-construction-kanpur/,car-scrap,kg
Car Scrap,₹20/ kg,https://www.indiamart.com/proddetail/car-scrap-21218821373.html,car-scrap,kg
Old Car Scrap,₹40/ kg,https://www.indiamart.com/ms-ggs-traders/,car-scrap,kg
Abs Car Bumper Scrap,₹35/ kg,https://www.indiamart.com/nidhienterprises-190969020/,car-scrap,kg
"Metal Automobile Alternator Scrap, Loose",₹150/ kg,https://www.indiamart.com/proddetail/automobile-alternator-scrap-27122751591.html,car-scrap,kg
scrap bikes scrap scooters n scrap cars buyer,₹50/ kg,https://www.indiamart.com/proddetail/scrap-bikes-scrap-scooters-n-scrap-cars-buyer-2851730317273.html,car-scrap,kg
CI Casting Scrap Automobile Casting,₹26.75/ kg,https://www.indiamart.com/gajalaxmi-trading-corp/,car-scrap,kg
Scrap Car Headras,₹160/ kg,https://www.indiamart.com/m-s-traders-saharanpur/,car-scrap,kg
"Accidential cars, Car Make Model: Maruti 800","₹7,000/ kg",https://www.indiamart.com/proddetail/accidental-cars-20470019912.html,car-scrap,kg
CRC Automobiles Scrap,₹31/ kg,https://www.indiamart.com/proddetail/crc-automobiles-scrap-22371149688.html,automobile-scrap,kg
"Mild Steel Automobile Industry MS Scrap, Packaging Type: PP Bag",₹20/ kg,https://www.indiamart.com/proddetail/automobile-industry-ms-scrap-21235258191.html,automobile-scrap,kg
Automobile Starter Scrap,₹75/ kg,https://www.indiamart.com/laxmiswitchgearinstrumentation/,automobile-scrap,kg
Mild Steel Automobile Scrap,₹285/ kg,https://www.indiamart.com/proddetail/mild-steel-automobile-scrap-2849610854662.html,automobile-scrap,kg
Aluminium Automobile Scrap,₹175/ kg,https://www.indiamart.com/proddetail/aluminium-automobile-scrap-2851761815630.html,automobile-scrap,kg
Aluminum Engine Scrap,"₹20,000/ tonne",https://www.indiamart.com/proddetail/aluminum-engine-scrap-18895288148.html,automobile-scrap,tonne
"Recyclable Aluminium Break Shoe Scrap, For Melting",₹128/ kg,https://www.indiamart.com/proddetail/aluminium-break-shoe-scrap-21464212448.html,automobile-scrap,kg
Bumper Scrap,₹20/ kg,https://www.indiamart.com/khan-car-scrap/,automobile-scrap,kg
"Silver Aluminium Tense Scrap, For Automobile Industry, Size: Mix",₹155/ kg,https://www.indiamart.com/proddetail/aluminium-tense-scrap-21619135097.html,automobile-scrap,kg
Automobile Scrap,₹40/ kg,https://www.indiamart.com/srivinayakaenterprises-148018218/,automobile-scrap,kg
Vehicle Scrap,"₹1,100/ kg",https://www.indiamart.com/rnsenterprises-bengaluru/,automobile-scrap,kg
Automobile Parts Scrap,₹34/ kg,https://www.indiamart.com/proddetail/automobile-parts-scrap-27298445612.html,automobile-scrap,kg
Automobile Scrap,₹30/ kg,https://www.indiamart.com/united-agency-bengaluru/,automobile-scrap,kg
"Aluminium Car Wheel Scrap, For Metal Industry",₹200/ kg,https://www.indiamart.com/proddetail/aluminium-car-wheel-scrap-25722535591.html,automobile-scrap,kg
Chennai Scrap Car Buyer,"₹10,000/ kg",https://www.indiamart.com/proddetail/chennai-scrap-car-buyer-23671352048.html,automobile-scrap,kg
scrap,₹38/ kg,https://www.indiamart.com/smsenterprises-77521869/,automobile-scrap,kg
Automobile Parts Scrap,₹130/ kg,https://www.indiamart.com/proddetail/automobile-parts-scrap-27601611648.html,automobile-scrap,kg
"Iron Four Wheeler Rim Scrap, Loose",₹210/ kg,https://www.indiamart.com/proddetail/four-wheeler-rim-scrap-27219735788.html,automobile-scrap,kg
BIKE LIGHT SCRAP BIKE HEADLIGHTS LIGHT SCRAP BIKE,₹22/ kg,https://www.indiamart.com/proddetail/light-scrap-bike-20153346548.html,automobile-scrap,kg
Grey Mild Steel MS Automobile Parts Scrap,₹120/ kg,https://www.indiamart.com/proddetail/ms-automobile-parts-scrap-26498467497.html,automobile-scrap,kg
Hot Washed Abs Painted Automobile Scrap,₹55/ kg,https://www.indiamart.com/proddetail/abs-painted-automobile-scrap-2849953522062.html,automobile-scrap,kg
Gray 14mm Aluminium Automobile Scrap,₹161/ kg,https://www.indiamart.com/proddetail/14mm-aluminium-automobile-scrap-2851127754155.html,automobile-scrap,kg
"Silver Aluminium Piston Scrap, For Automobile Industry",₹180/ kg,https://www.indiamart.com/proddetail/aluminium-piston-scrap-16812185762.html,automobile-scrap,kg
Scrap And Sell In Automobile,₹45/ kg,,automobile-scrap,kg
Gray 13mm Aluminium Automobile Scrap,₹163/ kg,https://www.indiamart.com/proddetail/13mm-aluminium-automobile-scrap-2851501551112.html,automobile-scrap,kg
Automobile Alternator Scrap,₹160/ kg,https://www.indiamart.com/alchemy-faridabad/,automobile-scrap,kg
CP Scrap,₹30/ kg,https://www.indiamart.com/proddetail/cp-scrap-20481695188.html,automobile-scrap,kg
Nozzle,₹130/ kg,https://www.indiamart.com/proddetail/nozzle-21075093712.html,automobile-scrap,kg
Engine Scrap,₹90/ kg,https://www.indiamart.com/proddetail/engine-scrap-2851578263573.html,automobile-scrap,kg
Four Wheeler Battery Scrap,₹112/ kg,https://www.indiamart.com/bharathi-batteries-and-engineoils/,automobile-scrap,kg
Steel Old Vehicle Scrap,₹29/ kg,https://www.indiamart.com/proddetail/old-vehicle-scrap-24257842033.html,automobile-scrap,kg
Iron Four Wheeler Scrap,₹280/ kg,https://www.indiamart.com/proddetail/four-wheeler-scrap-26395907073.html,automobile-scrap,kg
bus scrap buyer,"₹1,000/ kg",https://www.indiamart.com/a-n-scrap-traders/,automobile-scrap,kg
Automotive Scrap,₹50/ kg,https://www.indiamart.com/company/163271392/,automobile-scrap,kg
Automobile CI Scrap,"₹37,000/ tonne",https://www.indiamart.com/global-steel-hubli/,automobile-scrap,tonne
Head Light Scrap 22 Kg,₹22/ kg,https://www.indiamart.com/ak-scrap-metals/,automobile-scrap,kg
Steel Old Vehicles Scrap,₹24/ kg,https://www.indiamart.com/proddetail/old-vehicles-scrap-23329045891.html,automobile-scrap,kg
Mati Bush Scrap,₹430/ kg,https://www.indiamart.com/snehaimpex/,automobile-scrap,kg
Bumper Cutting,₹50/ kg,https://www.indiamart.com/attari-enterprise/,automobile-scrap,kg
VEHICLE SCRAP,₹40/ kg,https://www.indiamart.com/al-constructions-kanchipuram/,automobile-scrap,kg
"Iron HMS (Automobile) Scrap, For Metal Industry, Packaging Type: Loose",₹21.5/ kg,https://www.indiamart.com/proddetail/hms-automobile-scrap-21044913348.html,automobile-scrap,kg
Metal Bike Scrap,₹16/ kg,https://www.indiamart.com/proddetail/bike-scrap-21218821055.html,automobile-scrap,kg
"Iron Automobile Alternator Scrap, For Industrial, Loose",₹150/ kg,https://www.indiamart.com/proddetail/automobile-alternator-scrap-27122438997.html,automobile-scrap,kg
Buyer Of Old Scrap Bikes n Scrap Scooters In Scrap,₹60/ kg,https://www.indiamart.com/proddetail/buyer-of-old-scrap-bikes-n-scrap-scooters-in-scrap-2851730317388.html,automobile-scrap,kg
CI Casting Scrap Automobile Casting,₹26.75/ kg,https://www.indiamart.com/gajalaxmi-trading-corp/,automobile-scrap,kg
Automobile Cast Iron Scrap,"₹22,000/ tonne",https://www.indiamart.com/proddetail/automobile-cast-iron-scrap-14650541688.html,automobile-scrap,tonne
Metal Automobile Alternator Scrap,₹140/ kg,https://www.indiamart.com/proddetail/automobile-alternator-scrap-2851304667748.html,automobile-scrap,kg
4 wheeler scrap pis 40000,"₹4,000/ kg",https://www.indiamart.com/rk-scrap-pune/,automobile-scrap,kg
Bike Helmet Scrap,₹38/ kg,https://www.indiamart.com/tamana-plastic-centre/,automobile-scrap,kg
Iron Automobile Engine Scrap,₹54/ kg,https://www.indiamart.com/proddetail/iron-automobile-engine-scrap-2850818382012.html,automobile-scrap,kg
Whehical Scrap,₹346/ kg,https://www.indiamart.com/gujarat-scrap/,automobile-scrap,kg
Cast Iron Internal Scarp Automobile Engine Part Scrap,₹42/ kg,https://www.indiamart.com/proddetail/automobile-engine-part-scrap-2849390410191.html,automobile-scrap,kg
Scrap Car Headras,₹160/ kg,https://www.indiamart.com/m-s-traders-saharanpur/,automobile-scrap,kg
"Mild Steel Two Wheeler Bike Scrap, For Used For Recycling",₹30/ kg,https://www.indiamart.com/proddetail/two-wheeler-bike-scrap-18873810130.html,automobile-scrap,kg
"Accidential cars, Car Make Model: Maruti 800","₹7,000/ kg",https://www.indiamart.com/proddetail/accidental-cars-20470019912.html,automobile-scrap,kg
Magnesium Metal Scrap,₹280/ kg,https://www.indiamart.com/proddetail/magnesium-metal-scrap-26587031291.html,magnesium-scrap,kg
"Silver Magnesium Scrap, For Melting",₹190/ kg,https://www.indiamart.com/proddetail/silver-magnesium-scrap-25209576088.html,magnesium-scrap,kg
Magnesium Scrap,₹180/ kg,https://www.indiamart.com/padamchandjain/,magnesium-scrap,kg
Magnesium Scrap Fresh,₹120/ kg,https://www.indiamart.com/new-bright-pvtltd/,magnesium-scrap,kg
Magnesium Alloy Scrap,₹220/ kg,https://www.indiamart.com/proddetail/magnesium-alloy-scrap-26009640430.html,magnesium-scrap,kg
Recycling Automotive Magnesium Scrap,₹200/ kg,https://www.indiamart.com/proddetail/recycling-automotive-magnesium-scrap-2851871425633.html,magnesium-scrap,kg
Magnesium Scrap,₹300/ kg,https://www.indiamart.com/proddetail/magnesium-scrap-2849911457473.html,magnesium-scrap,kg
Recyclable Magnesium Scrap,₹220/ kg,https://www.indiamart.com/proddetail/recyclable-magnesium-scrap-25912055773.html,magnesium-scrap,kg
Magnesium Scrap,₹190/ kg,https://www.indiamart.com/dhanusha-international/,magnesium-scrap,kg
"Magnesium Scrap Metal, 50 Kg",₹185/ kg,,magnesium-scrap,kg
Magnesium Metal Scrap,₹205/ kg,https://www.indiamart.com/proddetail/magnesium-metal-scrap-26016872388.html,magnesium-scrap,kg
Magnesium Metal Scrap,₹160/ kg,https://www.indiamart.com/proddetail/magnesium-metal-scrap-27219678897.html,magnesium-scrap,kg
Magnesium Scrap,₹35/ kg,https://www.indiamart.com/shree-krishnasteels/,magnesium-scrap,kg
Magnesium Scrap,₹182/ kg,https://www.indiamart.com/dhatukarm-delhi/,magnesium-scrap,kg
Magnesium Alloy Scrap,₹200/ kg,https://www.indiamart.com/sahib-metal/,magnesium-scrap,kg
Magnesium Metal Scrap,₹150/ kg,https://www.indiamart.com/proddetail/magnesium-metal-scrap-27070888962.html,magnesium-scrap,kg
Magnesium Scrap,₹170/ kg,https://www.indiamart.com/proddetail/magnesium-scrap-24169525173.html,magnesium-scrap,kg
Magnesium Scrap,₹215/ kg,https://www.indiamart.com/proddetail/magnesium-scrap-26201856555.html,magnesium-scrap,kg
Magnesium Scrap Metal,₹200/ kg,https://www.indiamart.com/universalmetalsalloys/,magnesium-scrap,kg
Megnisium Scrap,₹148/ kg,https://www.indiamart.com/maadurga-enterprises-faridabad/,magnesium-scrap,kg
Bright Gray Magnesium Scrap,₹175/ kg,https://www.indiamart.com/proddetail/bright-gray-magnesium-scrap-26768034662.html,magnesium-scrap,kg
Magnesium Alloy Scrap,₹140/ kg,https://www.indiamart.com/proddetail/magnesium-alloy-scrap-2849207933048.html,magnesium-scrap,kg
Recyclable Magnesium Scrap,₹150/ kg,https://www.indiamart.com/proddetail/recyclable-magnesium-scrap-26000706088.html,magnesium-scrap,kg
Magnesium Metal Scrap,₹148/ kg,https://www.indiamart.com/k-l-enterprises-faridabad/,magnesium-scrap,kg
Magnesium Scrap,₹180/ kg,https://www.indiamart.com/namanenterprises-47675063/,magnesium-scrap,kg
Magnisium scrap,₹155/ kg,https://www.indiamart.com/company/88092869/,magnesium-scrap,kg
Silver Magnesium Scrape,₹60/ kg,https://www.indiamart.com/proddetail/magnesium-scrape-22423969830.html,magnesium-scrap,kg
A Grade Magnesium Scrap,₹450/ kg,https://www.indiamart.com/proddetail/a-grade-magnesium-scrap-2852080752055.html,magnesium-scrap,kg
Megunisum scrap,₹85/ kg,https://www.indiamart.com/mijra-traders/,magnesium-scrap,kg
Magnesium Scrap,₹140/ kg,https://www.indiamart.com/proddetail/magnesium-scrap-22424989748.html,magnesium-scrap,kg
Magnesium Scrap.,₹200/ kg,https://www.indiamart.com/balajienterprise-27873017/,magnesium-scrap,kg
Megnesim Scrap,"₹40,000/ tonne",https://www.indiamart.com/altraders-mumbai/,magnesium-scrap,tonne
magnesium allow scrap,₹150/ kg,https://www.indiamart.com/proddetail/magnesium-allow-scrap-2851215497897.html,magnesium-scrap,kg
Magnisum Scrap,₹80/ kg,https://www.indiamart.com/vabz-metal-planet-trading-private-limited/,magnesium-scrap,kg
Magnesium Scrap,"₹30,000/ tonne",https://www.indiamart.com/zenub-enterprises/,magnesium-scrap,tonne
Pure Magnesium Scrap,₹140/ kg,https://www.indiamart.com/raj-industrial-surat/,magnesium-scrap,kg
"Crno Bundle Scrap, Bundle Size: 6*6*12",₹45/ tonne,https://www.indiamart.com/proddetail/crno-bundle-scrap-2850308872388.html,crc-metal-scrap,tonne
CRC Bundles Foundry Scrap,₹41/ tonne,https://www.indiamart.com/proddetail/crc-bundles-foundry-scrap-2851619958062.html,crc-metal-scrap,tonne
"C.r.c Stamping Punching Scrap CRCA White Prime Dal, 10*10, Bundle Size: 8*8","₹43,000/ tonne",https://www.indiamart.com/proddetail/crca-white-prime-dal-21794912873.html,crc-metal-scrap,tonne
"Waste Material CRC Metal Scrap, Bundle Size: 10 X 10 Inch",₹30/ kg,https://www.indiamart.com/proddetail/waste-material-crc-metal-scrap-22808318162.html,crc-metal-scrap,kg
"CRC Metal Scrap, For Casting And Foundry Industry, Bundle Size: 50 KG Approx","₹41,000/ tonne",https://www.indiamart.com/proddetail/crc-metal-scrap-21991788297.html,crc-metal-scrap,tonne
"Stainless Steel CRC Metal Scrap Bundle, For Electrical Industry",₹44/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-bundle-2850296171430.html,crc-metal-scrap,kg
"CRC Scrap, Bundle Size: 12*12, 15*15","₹43,000/ tonne",https://www.indiamart.com/proddetail/crc-scrap-12981308255.html,crc-metal-scrap,tonne
"CRC Metal Scrap, For Recycling","₹40,000/ tonne",https://www.indiamart.com/proddetail/crc-metal-scrap-2851084758791.html,crc-metal-scrap,tonne
"Crno Bundle Crc Metal Scrap, For Melting Industry",₹50.5/ kg,https://www.indiamart.com/proddetail/crno-bundle-crc-metal-scrap-26408564373.html,crc-metal-scrap,kg
"Heavy Metal Scraps, For Foundry, 25 Kg",₹42/ kg,https://www.indiamart.com/proddetail/heavy-metal-scraps-19472177688.html,crc-metal-scrap,kg
"CRC Ring Bundle, Bundle Size: 12x12",₹40/ kg,https://www.indiamart.com/proddetail/crc-ring-bundle-26057819755.html,crc-metal-scrap,kg
"CRC Dal Punching Scrap, For Recycle, 50 Kg","₹35,000/ tonne",https://www.indiamart.com/proddetail/crc-dal-punching-scrap-23013891330.html,crc-metal-scrap,tonne
"CRC Metal Drum Punching Scrap, Square, Bundle Size: 8x8",₹45/ kg,https://www.indiamart.com/proddetail/crc-metal-drum-punching-scrap-24287597273.html,crc-metal-scrap,kg
"CRC Metal Scrap, 25 Kg",₹40/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-2850357175655.html,crc-metal-scrap,kg
"Lo Maganesh. Crc Scrap Bundles, 8 X 8 Bundal",₹42/ kg,https://www.indiamart.com/proddetail/crc-scrap-bundles-27018894497.html,crc-metal-scrap,kg
Metal Scraps,₹18/ kg,https://www.indiamart.com/proddetail/metal-scraps-15010697655.html,crc-metal-scrap,kg
CRC 8 x 8 Scrap Bundle,₹31.5/ kg,https://www.indiamart.com/proddetail/crc-8-x-8-scrap-bundle-20458315862.html,crc-metal-scrap,kg
Crno Loose Scrap,₹53/ kg,https://www.indiamart.com/proddetail/crno-loose-scrap-25610182697.html,crc-metal-scrap,kg
Material Inspection Available CRC/CRNO Metal Scrap,"₹49,000/ tonne",https://www.indiamart.com/proddetail/crc-crno-metal-scrap-6450588291.html,crc-metal-scrap,tonne
"Crc Bundle Scrap, For Melting, 400 Tons",₹36/ kg,https://www.indiamart.com/proddetail/crc-bundle-scrap-22592080988.html,crc-metal-scrap,kg
Crc 10 X 10 Scrap Bundle,₹48/ kg,https://www.indiamart.com/proddetail/crc-10-x-10-scrap-bundle-27601960233.html,crc-metal-scrap,kg
Crno Bundle Scrap,"₹44,000/ tonne",https://www.indiamart.com/mb-trading-company-ahmedabad/,crc-metal-scrap,tonne
Crc Scrap Bundles,"₹27,000/ tonne",https://www.indiamart.com/harish-trading-company-amritsar/,crc-metal-scrap,tonne
"Metal Scrap, For Industrial, Packaging Type: Loose",₹700/ tonne,https://www.indiamart.com/proddetail/metal-scrap-20822468891.html,crc-metal-scrap,tonne
"Metal scrap in bulk, 20 To Truck, Bundle Size: 200000 kg",₹60.5/ kg,https://www.indiamart.com/proddetail/metal-scrap-in-bulk-25785362230.html,crc-metal-scrap,kg
"Galvanised Iron G.I Sheet cutting (scrap), Packaging Type: Usually Sold Unpacked",₹56/ kg,https://www.indiamart.com/proddetail/g-i-sheet-cutting-scrap-22454823430.html,crc-metal-scrap,kg
Cr Hr Scrap,₹45/ kg,https://www.indiamart.com/sks-hardware-exports/,crc-metal-scrap,kg
"Iron Sheet Cutting Scrap, Rime 14-17gauge",₹39/ kg,https://www.indiamart.com/proddetail/pcrc-sheet-cutting-scrap-10g-to-22g-23020888830.html,crc-metal-scrap,kg
CRC Metal Scrap,₹23/ kg,https://www.indiamart.com/proddetail/crc-sheet-metal-scrap-12308283373.html,crc-metal-scrap,kg
"GI Sheets Scrap, Packaging Type: Galwanised",₹70/ kg,https://www.indiamart.com/proddetail/gi-sheets-scrap-23727656333.html,crc-metal-scrap,kg
"CRC Metal Scrap, For Industrial",₹30/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-21479744048.html,crc-metal-scrap,kg
"Cr Bundle Scraps, Loose, Bundle Size: 8*8 10*10",₹43/ kg,https://www.indiamart.com/proddetail/cr-bundle-scraps-2849909050033.html,crc-metal-scrap,kg
CRC Metal Scrap,₹45/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-27155884430.html,crc-metal-scrap,kg
CRC Sheet Metal Scrap,₹27/ kg,https://www.indiamart.com/proddetail/crc-sheet-metal-scrap-16194728733.html,crc-metal-scrap,kg
CRC Metal Scrap,₹95/ kg,https://www.indiamart.com/ja-steels-bengaluru/,crc-metal-scrap,kg
"Solid Mild Steel Crc Coil Scrap, For Metal Industry",₹65/ kg,https://www.indiamart.com/proddetail/crc-coil-scrap-22578509362.html,crc-metal-scrap,kg
"CRC Scrap, For Foundry Melting, Loose",₹54/ kg,https://www.indiamart.com/proddetail/crc-scrap-24206554362.html,crc-metal-scrap,kg
"CRC Metal Scrap, For Electrical Industry",₹40/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-24950403812.html,crc-metal-scrap,kg
Crc Sheet Metal Scrap,"₹41,000/ tonne",https://www.indiamart.com/proddetail/crc-sheet-metal-scrap-24768314355.html,crc-metal-scrap,tonne
"Cold Rolled Cr Punching Scrap, For Recycle And Reuse, 100 Tonne",₹45/ kg,https://www.indiamart.com/proddetail/cr-punching-scrap-2851069258597.html,crc-metal-scrap,kg
CRC Metal Scrap,₹18/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-22169910873.html,crc-metal-scrap,kg
Crc Scrap,₹65/ tonne,https://www.indiamart.com/proddetail/crc-scrap-27246476255.html,crc-metal-scrap,tonne
"CRC Punching Cutting Scrap, 10*10 Inch, Bundle Size: 8*8 Inch",₹35/ kg,https://www.indiamart.com/proddetail/crc-punching-cutting-scrap-23157021397.html,crc-metal-scrap,kg
"CRC Sheet Cutting Scrap buyer, Packaging Type: Loose",₹24.5/ kg,https://www.indiamart.com/proddetail/crc-sheet-cutting-scrap-buyer-23041500630.html,crc-metal-scrap,kg
"Stainless Steel CRC Sheet Scrap, For Casting And Foundry Industry",₹23.5/ kg,https://www.indiamart.com/proddetail/stainless-steel-crc-sheet-scrap-21713700591.html,crc-metal-scrap,kg
Crc Scrap,"₹62,000/ tonne",https://www.indiamart.com/pioneerenterprises-182862322/,crc-metal-scrap,tonne
CRC Bundle Scrap,"₹42,500/ tonne",https://www.indiamart.com/proddetail/crc-bundle-scrap-21967436312.html,crc-metal-scrap,tonne
"Silicon Stamping Scrap, 10*10, Bundle Size: 8*8","₹41,500/ tonne",https://www.indiamart.com/proddetail/silicon-stamping-scrap-13393163891.html,crc-metal-scrap,tonne
CRNO Sheet Bundle Scrap,"₹42,500/ tonne",https://www.indiamart.com/proddetail/crno-sheet-bundle-scrap-21992558533.html,crc-metal-scrap,tonne
Pig Iron Black Metal Scrap,"₹16,000/ tonne",https://www.indiamart.com/proddetail/metal-scrap-21260901073.html,crc-metal-scrap,tonne
C R Sheet Metal Scrap,"₹40,000/ tonne",https://www.indiamart.com/gs7construction/,crc-metal-scrap,tonne
Punching Scrap,"₹27,000/ tonne",https://www.indiamart.com/proddetail/punching-scrap-18893241255.html,crc-metal-scrap,tonne
CR PUNCHING BUNDLE SCRAP,₹32/ kg,https://www.indiamart.com/sakthitraders-75911611/,crc-metal-scrap,kg
"Cr Bundle Scraps, For Foundry",₹50/ kg,https://www.indiamart.com/proddetail/cr-bundle-scraps-2849596761291.html,crc-metal-scrap,kg
CRC scrap,₹45/ kg,https://www.indiamart.com/dhanusha-international/,crc-metal-scrap,kg
Cr Bundle Scrap,₹47/ kg,https://www.indiamart.com/kiruba-steels/,crc-metal-scrap,kg
Cnc Scrap,"₹1,500/ kg",https://www.indiamart.com/prateek-earth-movers/,crc-metal-scrap,kg
"CRC Punching Scrap, For Industrial, 50 Kg",₹28/ kg,https://www.indiamart.com/proddetail/crc-punching-scrap-20489986188.html,crc-metal-scrap,kg
"Mild Steel Metal Scrap, Dimension 2"" to 9""",₹50/ kg,https://www.indiamart.com/proddetail/23-gauge-to-10-gauge-crc-maruti-danda-25746744397.html,crc-metal-scrap,kg
CRC Metal Scrap,₹45/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-2852090897073.html,crc-metal-scrap,kg
CRC Metal Scrap,₹45/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-2851788831988.html,crc-metal-scrap,kg
"CR Steel Trimming Scrap, Thickness: 0-2mm","₹30,000/ tonne",https://www.indiamart.com/proddetail/cr-steel-trimming-scrap-20627923955.html,crc-metal-scrap,tonne
CRC Metal Scrap,₹23/ kg,https://www.indiamart.com/parmeshwar-sons-delhi/,crc-metal-scrap,kg
Metal Scrap,₹100/ kg,https://www.indiamart.com/kadam-steel/,crc-metal-scrap,kg
Crca Punching Scrap,₹42/ kg,https://www.indiamart.com/bkindustries-31007888/,crc-metal-scrap,kg
CR/HR/GI/ Scrap,₹25/ kg,https://www.indiamart.com/rajtradingcompany-14463337/,crc-metal-scrap,kg
Crc Jali scrap,₹35/ kg,https://www.indiamart.com/vachan-steel/,crc-metal-scrap,kg
"Crc Metal CR Loose / Bundle Scrap, For Industrial","₹41,000/ tonne",https://www.indiamart.com/proddetail/cr-loose-bundle-scrap-22011610673.html,crc-metal-scrap,tonne
Pet scrap approximately 30 to 40,₹38/ kg,https://www.indiamart.com/kmk-corporation/,crc-metal-scrap,kg
"Mild Steel Bundle Scrap, For Metal Industry",₹36/ kg,https://www.indiamart.com/proddetail/mild-steel-bundle-scrap-20684083530.html,crc-metal-scrap,kg
"CRC SHEET CUTTING SCRAP, Bundle Size: 8-10 Inch",₹30 lakh/ tonne,https://www.indiamart.com/sg-mahema-enterprises/,crc-metal-scrap,tonne
CRC Commercial Scrap,₹35/ kg,https://www.indiamart.com/jai-hanuman-sheet-cutting-enterprises/,crc-metal-scrap,kg
Scrab Bundle,₹40/ kg,https://www.indiamart.com/wazid-traders/,crc-metal-scrap,kg
"CRC Sheet Metal Scrap, Packaging Type: Loose",₹26/ kg,https://www.indiamart.com/proddetail/crc-sheet-metal-scrap-22767782988.html,crc-metal-scrap,kg
Crc Metal Scrap,₹25/ kg,https://www.indiamart.com/scrap-dealer-gurgaon/,crc-metal-scrap,kg
CRC Metal Scrap,₹21/ kg,https://www.indiamart.com/proddetail/crc-metal-scrap-22180495162.html,crc-metal-scrap,kg
"CRC Scrap, Bundle Size: 20 Tonnes, Open",₹35/ kg,https://www.indiamart.com/proddetail/crc-scrap-21405151733.html,crc-metal-scrap,kg
Metal Scrap,"₹28,000/ tonne",https://www.indiamart.com/proddetail/metal-scrap-20497336597.html,crc-metal-scrap,tonne
Crc Cutting Metal Scrap,₹42/ kg,https://www.indiamart.com/proddetail/crc-cutting-metal-scrap-25621390388.html,crc-metal-scrap,kg
Circle Scrap,₹45/ kg,https://www.indiamart.com/proddetail/circle-scrap-18596349362.html,crc-metal-scrap,kg
CRC Drum Sheet,₹38/ kg,https://www.indiamart.com/m-b-industries-hyderabad/,crc-metal-scrap,kg
AC Cooling Jali Scrap,"₹20,000/ tonne",https://www.indiamart.com/j-s-traders-hyderabad/,crc-metal-scrap,tonne
